  -1.1000000e+01   0.0000000e+00   0.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -1.0999800e+01  -5.0000000e-04   1.0000000e-04   9.9999848e-01   1.6586081e-03  -5.0171697e-04   1.7248934e-04
  -1.0999600e+01  -1.0000000e-03   2.0000000e-04   9.9999391e-01   3.3257265e-03  -1.0006697e-03   3.3781079e-04
  -1.0999400e+01  -1.5000000e-03   3.0000000e-04   9.9998629e-01   4.9929597e-03  -1.4991443e-03   5.0209950e-04
  -1.0999200e+01  -2.0000000e-03   4.0000000e-04   9.9997560e-01   6.6603733e-03  -1.9969380e-03   6.6570731e-04
  -1.0999000e+01  -2.5000000e-03   5.0000000e-04   9.9996187e-01   8.3279672e-03  -2.4941730e-03   8.2829210e-04
  -1.0998800e+01  -3.0000000e-03   6.0000000e-04   9.9994508e-01   9.9956977e-03  -2.9907273e-03   9.9019964e-04
  -1.0998600e+01  -3.5000000e-03   7.0000000e-04   9.9992524e-01   1.1663499e-02  -3.4867602e-03   1.1509610e-03
  -1.0998400e+01  -4.0000000e-03   8.0000000e-04   9.9990234e-01   1.3331493e-02  -3.9821799e-03   1.3109491e-03
  -1.0998200e+01  -4.5000000e-03   9.0000000e-04   9.9987640e-01   1.4999629e-02  -4.4769702e-03   1.4700335e-03
  -1.0998000e+01  -5.0000000e-03   1.0000000e-03   9.9984740e-01   1.6667848e-02  -4.9711556e-03   1.6282214e-03
  -1.0997800e+01  -5.5000000e-03   1.1000000e-03   9.9981535e-01   1.8336155e-02  -5.4648010e-03   1.7856340e-03
  -1.0997600e+01  -6.0000000e-03   1.2000000e-03   9.9978025e-01   2.0004560e-02  -5.9578087e-03   1.9420342e-03
  -1.0997400e+01  -6.5000000e-03   1.3000000e-03   9.9974210e-01   2.1673120e-02  -6.4501877e-03   2.0976616e-03
  -1.0997200e+01  -7.0000000e-03   1.4000000e-03   9.9970091e-01   2.3341719e-02  -6.9419682e-03   2.2524141e-03
  -1.0997000e+01  -7.5000000e-03   1.5000000e-03   9.9965666e-01   2.5010477e-02  -7.4332061e-03   2.4062753e-03
  -1.0996800e+01  -8.0000000e-03   1.6000000e-03   9.9960936e-01   2.6679296e-02  -7.9237572e-03   2.5592570e-03
  -1.0996600e+01  -8.5000000e-03   1.7000000e-03   9.9955902e-01   2.8348219e-02  -8.4137996e-03   2.7112465e-03
  -1.0996400e+01  -9.0000000e-03   1.8000000e-03   9.9950563e-01   3.0017139e-02  -8.9031961e-03   2.8624795e-03
  -1.0996200e+01  -9.5000000e-03   1.9000000e-03   9.9944920e-01   3.1686181e-02  -9.3919724e-03   3.0129524e-03
  -1.0996000e+01  -1.0000000e-02   2.0000000e-03   9.9938972e-01   3.3355229e-02  -9.8801728e-03   3.1624477e-03
  -1.0995800e+01  -1.0500000e-02   2.1000000e-03   9.9932719e-01   3.5024346e-02  -1.0367825e-02   3.3109474e-03
  -1.0995600e+01  -1.1000000e-02   2.2000000e-03   9.9926162e-01   3.6693529e-02  -1.0854818e-02   3.4587092e-03
  -1.0995400e+01  -1.1500000e-02   2.3000000e-03   9.9919301e-01   3.8362796e-02  -1.1341197e-02   3.6057332e-03
  -1.0995200e+01  -1.2000000e-02   2.4000000e-03   9.9912135e-01   4.0032079e-02  -1.1826999e-02   3.7517739e-03
  -1.0995000e+01  -1.2500000e-02   2.5000000e-03   9.9904666e-01   4.1701334e-02  -1.2312233e-02   3.8969601e-03
  -1.0994800e+01  -1.3000000e-02   2.6000000e-03   9.9896892e-01   4.3370670e-02  -1.2796862e-02   4.0413009e-03
  -1.0994600e+01  -1.3500000e-02   2.7000000e-03   9.9888813e-01   4.5039982e-02  -1.3280899e-02   4.1846696e-03
  -1.0994400e+01  -1.4000000e-02   2.8000000e-03   9.9880431e-01   4.6709330e-02  -1.3764312e-02   4.3272973e-03
  -1.0994200e+01  -1.4500000e-02   2.9000000e-03   9.9871745e-01   4.8378718e-02  -1.4247130e-02   4.4689801e-03
  -1.0994000e+01  -1.5000000e-02   3.0000000e-03   9.9862755e-01   5.0048097e-02  -1.4729347e-02   4.6099303e-03
  -1.0993800e+01  -1.5500000e-02   3.1000000e-03   9.9853461e-01   5.1717400e-02  -1.5210979e-02   4.7500426e-03
  -1.0993600e+01  -1.6000000e-02   3.2000000e-03   9.9843863e-01   5.3386815e-02  -1.5691982e-02   4.8891990e-03
  -1.0993400e+01  -1.6500000e-02   3.3000000e-03   9.9833962e-01   5.5056109e-02  -1.6172437e-02   5.0275300e-03
  -1.0993200e+01  -1.7000000e-02   3.4000000e-03   9.9823757e-01   5.6725461e-02  -1.6652314e-02   5.1650235e-03
  -1.0993000e+01  -1.7500000e-02   3.5000000e-03   9.9813248e-01   5.8394766e-02  -1.7131521e-02   5.3018132e-03
  -1.0992800e+01  -1.8000000e-02   3.6000000e-03   9.9802436e-01   6.0064017e-02  -1.7610176e-02   5.4375263e-03
  -1.0992600e+01  -1.8500000e-02   3.7000000e-03   9.9791321e-01   6.1733218e-02  -1.8088254e-02   5.5724182e-03
  -1.0992400e+01  -1.9000000e-02   3.8000000e-03   9.9779902e-01   6.3402435e-02  -1.8565725e-02   5.7066095e-03
  -1.0992200e+01  -1.9500000e-02   3.9000000e-03   9.9768180e-01   6.5071560e-02  -1.9042541e-02   5.8398763e-03
  -1.0992000e+01  -2.0000000e-02   4.0000000e-03   9.9756155e-01   6.6740584e-02  -1.9518875e-02   5.9723218e-03
  -1.0991800e+01  -2.0500000e-02   4.1000000e-03   9.9743826e-01   6.8409579e-02  -1.9994561e-02   6.1038358e-03
  -1.0991600e+01  -2.1000000e-02   4.2000000e-03   9.9731195e-01   7.0078554e-02  -2.0469670e-02   6.2346505e-03
  -1.0991400e+01  -2.1500000e-02   4.3000000e-03   9.9718260e-01   7.1747438e-02  -2.0944118e-02   6.3645451e-03
  -1.0991200e+01  -2.2000000e-02   4.4000000e-03   9.9705023e-01   7.3416249e-02  -2.1418022e-02   6.4936420e-03
  -1.0991000e+01  -2.2500000e-02   4.5000000e-03   9.9691483e-01   7.5084919e-02  -2.1891333e-02   6.6218115e-03
  -1.0990800e+01  -2.3000000e-02   4.6000000e-03   9.9677640e-01   7.6753532e-02  -2.2364097e-02   6.7492812e-03
  -1.0990600e+01  -2.3500000e-02   4.7000000e-03   9.9663494e-01   7.8422064e-02  -2.2836164e-02   6.8758727e-03
  -1.0990400e+01  -2.4000000e-02   4.8000000e-03   9.9649046e-01   8.0090547e-02  -2.3307724e-02   7.0016289e-03
  -1.0990200e+01  -2.4500000e-02   4.9000000e-03   9.9634295e-01   8.1758833e-02  -2.3778700e-02   7.1263907e-03
  -1.0990000e+01  -2.5000000e-02   5.0000000e-03   9.9619242e-01   8.3427087e-02  -2.4249004e-02   7.2505653e-03
  -1.0989800e+01  -2.5500000e-02   5.1000000e-03   9.9603887e-01   8.5095157e-02  -2.4718788e-02   7.3738712e-03
  -1.0989600e+01  -2.6000000e-02   5.2000000e-03   9.9588229e-01   8.6763122e-02  -2.5187983e-02   7.4961152e-03
  -1.0989400e+01  -2.6500000e-02   5.3000000e-03   9.9572269e-01   8.8430929e-02  -2.5656585e-02   7.6178521e-03
  -1.0989200e+01  -2.7000000e-02   5.4000000e-03   9.9556007e-01   9.0098639e-02  -2.6124536e-02   7.7385447e-03
  -1.0989000e+01  -2.7500000e-02   5.5000000e-03   9.9539443e-01   9.1766255e-02  -2.6591953e-02   7.8584619e-03
  -1.0988800e+01  -2.8000000e-02   5.6000000e-03   9.9522576e-01   9.3433716e-02  -2.7058758e-02   7.9776146e-03
  -1.0988600e+01  -2.8500000e-02   5.7000000e-03   9.9505409e-01   9.5100972e-02  -2.7524985e-02   8.0958808e-03
  -1.0988400e+01  -2.9000000e-02   5.8000000e-03   9.9487940e-01   9.6768034e-02  -2.7990595e-02   8.2133610e-03
  -1.0988200e+01  -2.9500000e-02   5.9000000e-03   9.9470168e-01   9.8435012e-02  -2.8455662e-02   8.3299573e-03
  -1.0988000e+01  -3.0000000e-02   6.0000000e-03   9.9452095e-01   1.0010186e-01  -2.8920101e-02   8.4459124e-03
  -1.0987800e+01  -3.0500000e-02   6.1000000e-03   9.9433720e-01   1.0176846e-01  -2.9384008e-02   8.5608649e-03
  -1.0987600e+01  -3.1000000e-02   6.2000000e-03   9.9415045e-01   1.0343486e-01  -2.9847286e-02   8.6750622e-03
  -1.0987400e+01  -3.1500000e-02   6.3000000e-03   9.9396067e-01   1.0510115e-01  -3.0310006e-02   8.7883757e-03
  -1.0987200e+01  -3.2000000e-02   6.4000000e-03   9.9376789e-01   1.0676720e-01  -3.0772090e-02   8.9009274e-03
  -1.0987000e+01  -3.2500000e-02   6.5000000e-03   9.9357210e-01   1.0843302e-01  -3.1233614e-02   9.0126230e-03
  -1.0986800e+01  -3.3000000e-02   6.6000000e-03   9.9337329e-01   1.1009867e-01  -3.1694574e-02   9.1235622e-03
  -1.0986600e+01  -3.3500000e-02   6.7000000e-03   9.9317147e-01   1.1176415e-01  -3.2154939e-02   9.2336247e-03
  -1.0986400e+01  -3.4000000e-02   6.8000000e-03   9.9296665e-01   1.1342941e-01  -3.2614678e-02   9.3429491e-03
  -1.0986200e+01  -3.4500000e-02   6.9000000e-03   9.9275882e-01   1.1509438e-01  -3.3073916e-02   9.4514034e-03
  -1.0986000e+01  -3.5000000e-02   7.0000000e-03   9.9254798e-01   1.1675921e-01  -3.3532505e-02   9.5590135e-03
  -1.0985800e+01  -3.5500000e-02   7.1000000e-03   9.9233413e-01   1.1842377e-01  -3.3990507e-02   9.6658632e-03
  -1.0985600e+01  -3.6000000e-02   7.2000000e-03   9.9211728e-01   1.2008807e-01  -3.4447969e-02   9.7719943e-03
  -1.0985400e+01  -3.6500000e-02   7.3000000e-03   9.9189743e-01   1.2175215e-01  -3.4904810e-02   9.8771460e-03
  -1.0985200e+01  -3.7000000e-02   7.4000000e-03   9.9167457e-01   1.2341600e-01  -3.5361068e-02   9.9816848e-03
  -1.0985000e+01  -3.7500000e-02   7.5000000e-03   9.9144870e-01   1.2507963e-01  -3.5816757e-02   1.0085242e-02
  -1.0984800e+01  -3.8000000e-02   7.6000000e-03   9.9121984e-01   1.2674297e-01  -3.6271880e-02   1.0187962e-02
  -1.0984600e+01  -3.8500000e-02   7.7000000e-03   9.9098798e-01   1.2840605e-01  -3.6726417e-02   1.0289953e-02
  -1.0984400e+01  -3.9000000e-02   7.8000000e-03   9.9075312e-01   1.3006883e-01  -3.7180338e-02   1.0391227e-02
  -1.0984200e+01  -3.9500000e-02   7.9000000e-03   9.9051526e-01   1.3173137e-01  -3.7633706e-02   1.0491554e-02
  -1.0984000e+01  -4.0000000e-02   8.0000000e-03   9.9027440e-01   1.3339362e-01  -3.8086482e-02   1.0591152e-02
  -1.0983800e+01  -4.0500000e-02   8.1000000e-03   9.9003055e-01   1.3505558e-01  -3.8538728e-02   1.0689894e-02
  -1.0983600e+01  -4.1000000e-02   8.2000000e-03   9.8978370e-01   1.3671726e-01  -3.8990359e-02   1.0787933e-02
  -1.0983400e+01  -4.1500000e-02   8.3000000e-03   9.8953385e-01   1.3837865e-01  -3.9441405e-02   1.0885149e-02
  -1.0983200e+01  -4.2000000e-02   8.4000000e-03   9.8928102e-01   1.4003971e-01  -3.9891867e-02   1.0981414e-02
  -1.0983000e+01  -4.2500000e-02   8.5000000e-03   9.8902519e-01   1.4170049e-01  -4.0341736e-02   1.1076964e-02
  -1.0982800e+01  -4.3000000e-02   8.6000000e-03   9.8876636e-01   1.4336094e-01  -4.0791072e-02   1.1171819e-02
  -1.0982600e+01  -4.3500000e-02   8.7000000e-03   9.8850455e-01   1.4502106e-01  -4.1239844e-02   1.1265725e-02
  -1.0982400e+01  -4.4000000e-02   8.8000000e-03   9.8823975e-01   1.4668086e-01  -4.1687982e-02   1.1358928e-02
  -1.0982200e+01  -4.4500000e-02   8.9000000e-03   9.8797197e-01   1.4834034e-01  -4.2135546e-02   1.1451195e-02
  -1.0982000e+01  -4.5000000e-02   9.0000000e-03   9.8770119e-01   1.4999951e-01  -4.2582549e-02   1.1542773e-02
  -1.0981800e+01  -4.5500000e-02   9.1000000e-03   9.8742743e-01   1.5165830e-01  -4.3029014e-02   1.1633542e-02
  -1.0981600e+01  -4.6000000e-02   9.2000000e-03   9.8715069e-01   1.5331673e-01  -4.3474848e-02   1.1723492e-02
  -1.0981400e+01  -4.6500000e-02   9.3000000e-03   9.8687095e-01   1.5497486e-01  -4.3920149e-02   1.1812602e-02
  -1.0981200e+01  -4.7000000e-02   9.4000000e-03   9.8658824e-01   1.5663263e-01  -4.4364804e-02   1.1901066e-02
  -1.0981000e+01  -4.7500000e-02   9.5000000e-03   9.8630254e-01   1.5829004e-01  -4.4808951e-02   1.1988708e-02
  -1.0980800e+01  -4.8000000e-02   9.6000000e-03   9.8601386e-01   1.5994704e-01  -4.5252519e-02   1.2075418e-02
  -1.0980600e+01  -4.8500000e-02   9.7000000e-03   9.8572221e-01   1.6160369e-01  -4.5695495e-02   1.2161335e-02
  -1.0980400e+01  -4.9000000e-02   9.8000000e-03   9.8542758e-01   1.6325994e-01  -4.6137913e-02   1.2246580e-02
  -1.0980200e+01  -4.9500000e-02   9.9000000e-03   9.8512997e-01   1.6491579e-01  -4.6579765e-02   1.2331024e-02
  -1.0980000e+01  -5.0000000e-02   1.0000000e-02   9.8482938e-01   1.6657130e-01  -4.7021005e-02   1.2414541e-02
  -1.0979800e+01  -5.0500000e-02   1.0100000e-02   9.8452582e-01   1.6822636e-01  -4.7461718e-02   1.2497394e-02
  -1.0979600e+01  -5.1000000e-02   1.0200000e-02   9.8421927e-01   1.6988110e-01  -4.7901859e-02   1.2579569e-02
  -1.0979400e+01  -5.1500000e-02   1.0300000e-02   9.8390976e-01   1.7153541e-01  -4.8341379e-02   1.2660720e-02
  -1.0979200e+01  -5.2000000e-02   1.0400000e-02   9.8359728e-01   1.7318928e-01  -4.8780380e-02   1.2741080e-02
  -1.0979000e+01  -5.2500000e-02   1.0500000e-02   9.8328183e-01   1.7484272e-01  -4.9218769e-02   1.2820787e-02
  -1.0978800e+01  -5.3000000e-02   1.0600000e-02   9.8296341e-01   1.7649576e-01  -4.9656616e-02   1.2899696e-02
  -1.0978600e+01  -5.3500000e-02   1.0700000e-02   9.8264202e-01   1.7814836e-01  -5.0093914e-02   1.2977821e-02
  -1.0978400e+01  -5.4000000e-02   1.0800000e-02   9.8231767e-01   1.7980051e-01  -5.0530588e-02   1.3054954e-02
  -1.0978200e+01  -5.4500000e-02   1.0900000e-02   9.8199035e-01   1.8145224e-01  -5.0966742e-02   1.3131518e-02
  -1.0978000e+01  -5.5000000e-02   1.1000000e-02   9.8166005e-01   1.8310357e-01  -5.1402339e-02   1.3207195e-02
  -1.0977800e+01  -5.5500000e-02   1.1100000e-02   9.8132680e-01   1.8475438e-01  -5.1837321e-02   1.3282095e-02
  -1.0977600e+01  -5.6000000e-02   1.1200000e-02   9.8099058e-01   1.8640480e-01  -5.2271766e-02   1.3356225e-02
  -1.0977400e+01  -5.6500000e-02   1.1300000e-02   9.8065142e-01   1.8805467e-01  -5.2705607e-02   1.3429609e-02
  -1.0977200e+01  -5.7000000e-02   1.1400000e-02   9.8030928e-01   1.8970416e-01  -5.3138914e-02   1.3502208e-02
