   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.3170459e+01  -1.0040048e+01   3.4331404e+00
   1.6706937e-01   4.4339881e-02  -1.7665126e-01
  -6.3670991e-04  -1.1950565e-03  -5.3923474e-02
   8.6121691e-04   2.9912085e-03  -4.6838378e-02
   1.0681027e-03   7.5628591e-04  -5.3658280e-02
   3.7412866e-04   3.3060167e-03  -4.6685988e-02
  -7.1560332e-04   3.7892493e-04  -5.6053394e-02
   1.8882524e-03   2.3056180e-03  -4.8548819e-02
   1.0841095e-03   2.8267016e-03  -5.1115150e-02
   1.0370796e-04   2.5041236e-03  -5.0933389e-02
   3.8889028e-04   1.3307608e-03  -4.8498700e-02
   8.0296296e-04   3.5351650e-03  -5.3167181e-02
   2.1109453e-03   3.4290896e-03  -4.8349013e-02
   5.8882191e-06   3.0311077e-03  -5.0349505e-02
   2.6085363e-03   2.0837092e-03  -5.0684923e-02
   8.1813142e-04   5.1299742e-03  -5.0328253e-02
   1.9146080e-03   1.7961615e-03  -5.2643135e-02
  -7.6636262e-05   4.5831045e-03  -4.7800924e-02
   2.6210756e-03   4.2131214e-03  -4.7866502e-02
   5.3094715e-04   3.6374070e-03  -5.2187553e-02
   1.9825707e-03   3.2732205e-03  -5.2536518e-02
   2.0803701e-03   5.4605791e-03  -4.7277297e-02
   2.6098728e-03   4.7045882e-03  -4.7265617e-02
   1.5156620e-03   4.3399076e-03  -5.2147321e-02
   8.1421720e-04   4.2368784e-03  -4.9535578e-02
   3.1383481e-03   5.0724674e-03  -4.9311913e-02
   1.3235330e-03   5.1568391e-03  -5.1786867e-02
   2.6023707e-03   5.6964701e-03  -4.7117035e-02
   2.9505200e-03   5.5107538e-03  -5.1180363e-02
   2.1154548e-03   5.5574773e-03  -4.6878155e-02
   9.8314434e-04   5.4971980e-03  -4.8940003e-02
   4.9713426e-03   6.6875875e-03  -5.1268386e-02
   4.5816893e-04   5.0622307e-03  -4.8634467e-02
   4.2568433e-03   5.8669884e-03  -4.8864414e-02
   2.2691567e-03   7.6859185e-03  -4.6014174e-02
   2.4665458e-03   5.9401989e-03  -5.3553188e-02
   2.6477883e-03   6.2844778e-03  -4.8383867e-02
   4.1073973e-03   6.8984513e-03  -4.5921413e-02
   2.2058805e-03   8.2970905e-03  -5.0252054e-02
   2.2145921e-03   4.8697413e-03  -4.8370201e-02
   3.8544847e-03   8.5067281e-03  -5.0339361e-02
   4.1479765e-03   6.9003504e-03  -4.5762030e-02
   2.9913006e-03   9.0413425e-03  -4.9983853e-02
   3.5068273e-03   6.7273907e-03  -4.7665427e-02
   2.3597303e-03   8.0256378e-03  -5.0119531e-02
   4.1522816e-03   6.9491575e-03  -4.5636909e-02
   3.9609063e-03   1.0330126e-02  -4.8921727e-02
   4.7072578e-03   6.6457458e-03  -4.8329184e-02
   2.0655041e-03   8.6186578e-03  -5.1271078e-02
   5.3277775e-03   9.8522899e-03  -4.3041035e-02
   2.6289333e-03   7.4313109e-03  -4.8791448e-02
   4.4548351e-03   9.3149799e-03  -5.2523321e-02
   3.3555279e-03   8.5710311e-03  -4.1387808e-02
   4.9755878e-03   1.0837168e-02  -5.1981396e-02
   5.1449005e-03   8.1674644e-03  -4.6787206e-02
   4.0550394e-03   9.8728721e-03  -4.6355561e-02
   3.2989028e-03   9.5837858e-03  -4.8775974e-02
   3.6823256e-03   1.0321153e-02  -4.6661933e-02
   6.1067038e-03   9.1622920e-03  -4.8775377e-02
   5.1900283e-03   1.0571282e-02  -4.3698723e-02
   3.2466344e-03   9.5018217e-03  -5.0984781e-02
   4.4504524e-03   1.1117271e-02  -4.5843915e-02
   6.0600995e-03   1.0094292e-02  -4.8551895e-02
   4.0575125e-03   1.1576127e-02  -4.5845357e-02
   4.0667676e-03   1.0410811e-02  -4.7832714e-02
   5.5938491e-03   1.0392892e-02  -4.5843190e-02
   5.9164924e-03   1.1463551e-02  -4.8121404e-02
   4.9711692e-03   1.1918573e-02  -4.5218983e-02
   3.8548577e-03   9.8735733e-03  -4.8035695e-02
   6.8196640e-03   1.2907498e-02  -4.7232615e-02
   4.5361147e-03   1.1663285e-02  -4.5573574e-02
   4.7220044e-03   1.0748684e-02  -4.4814690e-02
   6.1882126e-03   1.3133595e-02  -4.9800077e-02
   5.4764967e-03   1.1638537e-02  -4.2533784e-02
   6.6172822e-03   1.2437028e-02  -4.9886669e-02
   4.6928704e-03   1.2174170e-02  -4.6876667e-02
   5.9119516e-03   1.2441440e-02  -4.4706397e-02
   5.2520426e-03   1.3143851e-02  -4.4291754e-02
   6.4717144e-03   1.2662732e-02  -4.9006731e-02
   5.6369290e-03   1.2978382e-02  -4.4504148e-02
   5.9342964e-03   1.2282145e-02  -4.7147042e-02
   6.0815431e-03   1.3688880e-02  -4.3813364e-02
   6.4117151e-03   1.3537866e-02  -4.6269156e-02
   5.5077687e-03   1.4075789e-02  -4.8697073e-02
   6.8264152e-03   1.3709915e-02  -4.3993441e-02
   5.8836349e-03   1.2618186e-02  -4.3670391e-02
   6.2236746e-03   1.4124406e-02  -4.8571956e-02
   6.4866310e-03   1.4923605e-02  -4.3461289e-02
   6.6753359e-03   1.4572979e-02  -4.8177237e-02
   6.8161926e-03   1.3760956e-02  -4.3294342e-02
   6.0770027e-03   1.3788078e-02  -4.5657580e-02
   6.2291421e-03   1.5803004e-02  -4.5514393e-02
   7.6850776e-03   1.4090255e-02  -4.6224695e-02
   6.7924701e-03   1.5871978e-02  -4.1965086e-02
   6.8156182e-03   1.3821648e-02  -4.5789731e-02
   6.0536987e-03   1.5752025e-02  -4.7674670e-02
   7.5428138e-03   1.5676665e-02  -4.4878636e-02
   6.4381356e-03   1.4803076e-02  -4.2476511e-02
   6.8411403e-03   1.5496134e-02  -4.4987989e-02
   8.0869906e-03   1.6981020e-02  -4.7313001e-02
   6.0727789e-03   1.4555106e-02  -4.2230953e-02
   8.5983960e-03   1.5663141e-02  -4.2436130e-02
   7.1354478e-03   1.7937117e-02  -4.8974546e-02
   6.8180894e-03   1.5272935e-02  -4.4617616e-02
   6.9924778e-03   1.6773074e-02  -4.1553805e-02
   7.8385439e-03   1.6054133e-02  -4.4611786e-02
   7.3760994e-03   1.6283602e-02  -4.4245257e-02
   7.2500280e-03   1.8639935e-02  -4.8010480e-02
   7.8728915e-03   1.5238969e-02  -4.0008900e-02
   8.6963084e-03   1.7238743e-02  -4.6112415e-02
   6.2492143e-03   1.8155393e-02  -4.3563961e-02
   8.9987023e-03   1.6709223e-02  -4.3798411e-02
   6.0283027e-03   1.8092308e-02  -4.2825178e-02
   9.6458987e-03   1.7002715e-02  -4.4021614e-02
   7.5983143e-03   1.8156670e-02  -4.5963104e-02
   7.2098723e-03   1.8624336e-02  -4.2458634e-02
   8.0503997e-03   1.6247164e-02  -4.1752191e-02
   8.8560345e-03   1.9602312e-02  -4.7212601e-02
   8.3137106e-03   1.8881471e-02  -4.2687504e-02
   7.0215288e-03   1.6783719e-02  -4.1475941e-02
   8.9356639e-03   1.9773564e-02  -4.4219416e-02
   7.4938950e-03   1.8145923e-02  -4.2991206e-02
   9.2076843e-03   1.8440729e-02  -4.2533664e-02
   8.4596071e-03   2.0397497e-02  -4.5171695e-02
   7.4616802e-03   1.8048754e-02  -4.1907596e-02
   9.4299252e-03   1.9204770e-02  -4.2354511e-02
   7.4287968e-03   1.9841870e-02  -4.4862680e-02
   9.1762383e-03   1.9481720e-02  -4.1606957e-02
   8.0297811e-03   1.9982873e-02  -4.4786526e-02
   9.5247047e-03   1.9058507e-02  -3.9371641e-02
   8.6425656e-03   2.0350128e-02  -4.3807828e-02
   8.0921365e-03   1.9915285e-02  -4.4639505e-02
   9.0327284e-03   2.0222790e-02  -4.1278489e-02
   8.4070282e-03   2.0200640e-02  -4.1414346e-02
   9.4681901e-03   2.0812758e-02  -4.3696027e-02
   8.8831171e-03   1.9756706e-02  -4.1694230e-02
   7.7844967e-03   2.1873597e-02  -4.3281144e-02
   1.0012830e-02   1.9707929e-02  -4.0837952e-02
   8.8350552e-03   2.1908893e-02  -4.3942088e-02
   9.0441135e-03   2.0380766e-02  -3.8012978e-02
   9.6795533e-03   2.2000139e-02  -4.5821625e-02
   7.7761979e-03   2.1482811e-02  -4.2678294e-02
   9.8675694e-03   2.0521835e-02  -3.8630791e-02
   8.9880447e-03   2.2580397e-02  -4.4890952e-02
