   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.3170459e-01  -1.0040048e-01   3.4331404e-02
   3.3337529e-01  -9.9957079e-02   3.2564891e-02
   3.3336892e-01  -9.9969030e-02   3.2025657e-02
   3.3337753e-01  -9.9939118e-02   3.1557273e-02
   3.3338821e-01  -9.9931555e-02   3.1020690e-02
   3.3339195e-01  -9.9898495e-02   3.0553830e-02
   3.3338480e-01  -9.9894705e-02   2.9993296e-02
   3.3340368e-01  -9.9871649e-02   2.9507808e-02
   3.3341452e-01  -9.9843382e-02   2.8996657e-02
   3.3341556e-01  -9.9818341e-02   2.8487323e-02
   3.3341945e-01  -9.9805033e-02   2.8002336e-02
   3.3342748e-01  -9.9769682e-02   2.7470664e-02
   3.3344859e-01  -9.9735391e-02   2.6987174e-02
   3.3344865e-01  -9.9705080e-02   2.6483679e-02
   3.3347473e-01  -9.9684243e-02   2.5976830e-02
   3.3348291e-01  -9.9632943e-02   2.5473547e-02
   3.3350206e-01  -9.9614981e-02   2.4947116e-02
   3.3350129e-01  -9.9569150e-02   2.4469106e-02
   3.3352750e-01  -9.9527019e-02   2.3990441e-02
   3.3353281e-01  -9.9490645e-02   2.3468566e-02
   3.3355264e-01  -9.9457913e-02   2.2943201e-02
   3.3357344e-01  -9.9403307e-02   2.2470428e-02
   3.3359954e-01  -9.9356261e-02   2.1997772e-02
   3.3361470e-01  -9.9312862e-02   2.1476298e-02
   3.3362284e-01  -9.9270493e-02   2.0980943e-02
   3.3365422e-01  -9.9219769e-02   2.0487823e-02
   3.3366746e-01  -9.9168200e-02   1.9969955e-02
   3.3369348e-01  -9.9111235e-02   1.9498784e-02
   3.3372299e-01  -9.9056128e-02   1.8986981e-02
   3.3374414e-01  -9.9000553e-02   1.8518199e-02
   3.3375397e-01  -9.8945581e-02   1.8028799e-02
   3.3380369e-01  -9.8878705e-02   1.7516115e-02
   3.3380827e-01  -9.8828083e-02   1.7029771e-02
   3.3385084e-01  -9.8769413e-02   1.6541127e-02
   3.3387353e-01  -9.8692554e-02   1.6080985e-02
   3.3389819e-01  -9.8633152e-02   1.5545453e-02
   3.3392467e-01  -9.8570307e-02   1.5061614e-02
   3.3396575e-01  -9.8501323e-02   1.4602400e-02
   3.3398780e-01  -9.8418352e-02   1.4099880e-02
   3.3400995e-01  -9.8369654e-02   1.3616178e-02
   3.3404850e-01  -9.8284587e-02   1.3112784e-02
   3.3408998e-01  -9.8215583e-02   1.2655164e-02
   3.3411989e-01  -9.8125170e-02   1.2155325e-02
   3.3415496e-01  -9.8057896e-02   1.1678671e-02
   3.3417855e-01  -9.7977640e-02   1.1177476e-02
   3.3422008e-01  -9.7908148e-02   1.0721106e-02
   3.3425969e-01  -9.7804847e-02   1.0231889e-02
   3.3430676e-01  -9.7738389e-02   9.7485973e-03
   3.3432741e-01  -9.7652203e-02   9.2358866e-03
   3.3438069e-01  -9.7553680e-02   8.8054762e-03
   3.3440698e-01  -9.7479367e-02   8.3175617e-03
   3.3445153e-01  -9.7386217e-02   7.7923285e-03
   3.3448508e-01  -9.7300507e-02   7.3784504e-03
   3.3453484e-01  -9.7192135e-02   6.8586365e-03
   3.3458629e-01  -9.7110460e-02   6.3907644e-03
   3.3462684e-01  -9.7011732e-02   5.9272088e-03
   3.3465983e-01  -9.6915894e-02   5.4394491e-03
   3.3469665e-01  -9.6812682e-02   4.9728297e-03
   3.3475772e-01  -9.6721059e-02   4.4850760e-03
   3.3480962e-01  -9.6615347e-02   4.0480887e-03
   3.3484209e-01  -9.6520328e-02   3.5382409e-03
   3.3488659e-01  -9.6409156e-02   3.0798018e-03
   3.3494719e-01  -9.6308213e-02   2.5942828e-03
   3.3498777e-01  -9.6192451e-02   2.1358292e-03
   3.3502843e-01  -9.6088343e-02   1.6575021e-03
